1	Hund	Hund	_	NN	nom|sg|masc	2	SUBJ	_	_
2	tötet	töten	_	VVFIN	sg|3|pres|ind	0	S	_	_
3	Mutter	Mutter	_	NN	acc|pl|masc	2	ETH	_	_
4	und	und	_	KON	_	3	KON	_	_
5	Sohn	Sohn	_	NN	nom|sg|masc	4	CJ	_	_

1	In	in	_	APPR	_	3	PP	_	_
2	Hannover	Hannover	_	NE	dat|sg|neut	1	PN	_	_
3	hat	haben	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	ein	ein	_	ART	nom|sg|masc	5	DET	_	_
5	Hund	Hund	_	NN	nom|sg|masc	8	OBJA	_	_
6	2	2	_	CARD	_	7	ATTR	_	_
7	Menschen	Mensch	_	NN	nom|pl|masc	8	OBJA	_	_
8	getötet	töten	_	VVPP	_	3	AUX	_	_
9	.	--	_	$.	_	0	ROOT	_	_

1	Hannover	Hannover	_	NE	nom|sg|neut	2	PRED	_	_
2	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
3	die	der	_	ART	nom|sg|fem	4	DET	_	_
4	Hauptstadt	Hauptstadt	_	NN	nom|sg|fem	2	PRED	_	_
5	von	von	_	APPR	_	4	PP	_	_
6	Niedersachsen	Niedersachsen	_	NE	dat|sg|neut	5	PN	_	_
7	.	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|pl|masc	3	DET	_	_
2	2	2	_	CARD	_	3	ATTR	_	_
3	Menschen	Mensch	_	NN	nom|pl|masc	4	SUBJ	_	_
4	sind	sein	_	VAFIN	pl|3|pres|ind	0	S	_	_
5	:	--	_	$.	_	0	ROOT	_	_
6	•	LI	_	XY	nom|sg|fem	0	ROOT	_	_
7	Eine	ein	_	ART	nom|sg|fem	11	DET	_	_
8	52	52	_	CARD	_	9	ATTR	_	_
9	Jahre	Jahr	_	NN	acc|pl|neut	10	GRAD	_	_
10	alte	alt	_	ADJA	nom|sg|fem|pos	11	ATTR	_	_
11	Frau	Frau	_	NN	nom|sg|fem	4	PRED	_	_
12	.	--	_	$.	_	0	ROOT	_	_
13	•	LI	_	XY	_	0	ROOT	_	_
14	Und	und	_	KON	_	11	KON	_	_
15	ein	ein	_	ART	nom|sg|masc	19	DET	_	_
16	27	27	_	CARD	_	17	ATTR	_	_
17	Jahre	Jahr	_	NN	acc|pl|neut	18	GRAD	_	_
18	alter	alt	_	ADJA	nom|sg|masc|pos	19	ATTR	_	_
19	Mann	Mann	_	NN	nom|sg|masc	14	CJ	_	_
20	.	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|sg|fem	2	DET	_	_
2	Frau	Frau	_	NN	nom|sg|fem	3	PRED	_	_
3	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	die	der	_	ART	nom|sg|fem	5	DET	_	_
5	Mutter	Mutter	_	NN	nom|sg|fem	3	PRED	_	_
6	von	von	_	APPR	_	5	PP	_	_
7	dem	der	_	ART	dat|sg|masc	8	DET	_	_
8	Mann	Mann	_	NN	dat|sg|masc	6	PN	_	_
9	.	--	_	$.	_	0	ROOT	_	_

1	Der	der	_	ART	nom|sg|masc	2	DET	_	_
2	Hund	Hund	_	NN	nom|sg|masc	3	PRED	_	_
3	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	ein	ein	_	ART	nom|sg|masc	5	DET	_	_
5	Kampf·hund	Kampf·hund	_	NN	nom|sg|masc	3	PRED	_	_
6	.	--	_	$.	_	0	ROOT	_	_

1	Kampf·hunde	Kampf·hund	_	NN	nom|pl|masc	2	PRED	_	_
2	sind	sein	_	VAFIN	pl|3|pres|ind	0	S	_	_
3	oft	oft	_	ADV	_	2	ADV	_	_
4	sehr	sehr	_	ADV	_	5	ADV	_	_
5	gefährlich	gefährlich	_	ADJD	pos	2	ADV	_	_
6	.	--	_	$.	_	0	ROOT	_	_

1	Und	und	_	KON	_	0	S	_	_
2	Kampf·hunde	Kampf·hund	_	NN	nom|pl|masc	3	SUBJ	_	_
3	können	können	_	VMFIN	pl|3|pres|ind	1	CJ	_	_
4	sehr	sehr	_	ADV	_	5	ADV	_	_
5	stark	stark	_	ADJD	pos	6	ADV	_	_
6	zubeißen	zubeißen	_	VVINF	_	3	AUX	_	_
7	.	--	_	$.	_	0	ROOT	_	_

1	Deshalb	deshalb	_	PROAV	_	10	DET	_	_
2	gibt	geben	_	VVFIN	sg|3|pres|ind	0	S	_	_
3	es	es	_	PPER	nom|sg|neut|3	2	SUBJ	_	_
4	für	für	_	APPR	_	2	PP	_	_
5	die	der	_	ART	acc|pl|masc	6	DET	_	_
6	Besitzer	Besitzer	_	NN	acc|pl|masc	4	PN	_	_
7	von	von	_	APPR	_	6	PP	_	_
8	Kampf·hunden	Kampf·hunde	_	NN	dat|pl|masc	7	PN	_	_
9	strenge	streng	_	ADJA	acc|sg|neut|pos	10	ATTR	_	_
10	Regeln	Regel	_	NN	acc|sg|neut	2	OBJA	_	_
11	.	--	_	$.	_	0	ROOT	_	_

1	Diese	dieser	_	PDAT	nom|sg|fem	2	DET	_	_
2	Regeln	Regel	_	NN	nom|sg|fem	3	OBJD	_	_
3	sagen	sagen	_	VVFIN	pl|3|pres|ind	0	S	_	_
4	zum	zu	_	APPRART	dat|sg|neut	3	PP	_	_
5	Beispiel	Beispiel	_	NN	dat|sg|neut	4	PN	_	_
6	:	--	_	$.	_	0	ROOT	_	_
7	Kampf·hunde	Kampf·hund	_	NN	acc|sg|fem	0	S	_	_
8	müssen	müssen	_	VMFIN	pl|3|pres|ind	3	KON	_	_
9	immer	immer	_	ADV	_	13	ADV	_	_
10	an	an	_	APPR	_	13	PP	_	_
11	der	der	_	ART	dat|sg|fem	12	DET	_	_
12	Leine	Leine	_	NN	dat|sg|fem	10	PN	_	_
13	laufen	laufen	_	VVINF	_	8	AUX	_	_
14	.	--	_	$.	_	0	ROOT	_	_

1	Was	was	_	PWS	nom|sg|neut	3	SUBJ	_	_
2	ist	sein	_	VAFIN	sg|3|pres|ind	3	REL	_	_
3	passiert	passieren	_	VVFIN	sg|3|pres|ind	0	S	_	_
4	?	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|sg|fem	2	DET	_	_
2	Frau	Frau	_	NN	nom|sg|fem	0	S	_	_
3	hat	haben	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	einen	ein	_	ART	acc|sg|masc	5	DET	_	_
5	Sohn	Sohn	_	NN	acc|sg|masc	3	OBJA	_	_
