1	Gewalt	Gewalt	_	NN	nom|sg|fem	0	S	_	_
2	gegen	gegen	_	APPR	_	1	PP	_	_
3	Frauen	Frau	_	NN	acc|pl|fem	2	PN	_	_
4	mit	mit	_	APPR	_	1	PP	_	_
5	Behinderungen	Behinderung	_	NN	dat|pl|fem	4	PN	_	_

1	Frauen	Frau	_	NN	nom|pl|fem	0	S	_	_
2	mit	mit	_	APPR	_	1	PP	_	_
3	Behinderungen	Behinderung	_	NN	dat|pl|fem	2	PN	_	_
4	erleben	erleben	_	VVFIN	pl|3|pres|ind	0	S	_	_
5	öfter	öfter	_	ADV	_	4	ADV	_	_
6	Gewalt	Gewalt	_	NN	acc|sg|fem	4	OBJA	_	_
7	.	--	_	$.	_	0	ROOT	_	_

1	Was	was	_	PWS	acc|sg|neut	5	OBJA	_	_
2	kann	können	_	VMFIN	sg|3|pres|ind	0	S	_	_
3	man	man	_	PIS	nom|sg|*	2	SUBJ	_	_
4	dagegen	dagegen	_	PROAV	_	3	DET	_	_
5	tun	tun	_	VVINF	_	2	AUX	_	_
6	?	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|sg|fem	2	DET	_	_
2	Zeitung	Zeitung	_	NN	nom|sg|fem	4	SUBJ	_	_
3	taz	taz	_	NE	nom|sg|fem	2	APP	_	_
4	spricht	sprechen	_	VVFIN	sg|3|pres|ind	0	S	_	_
5	mit	mit	_	APPR	_	4	PP	_	_
6	Claudia	Claudia	_	NE	dat|sg|*	5	PN	_	_
7	Chodzinski	Chodzinski	_	NE	nom|sg|masc	6	APP	_	_
8	.	--	_	$.	_	0	ROOT	_	_

1	Chodzinski	Chodzinski	_	NE	nom|sg|*	2	OBJA	_	_
2	spricht	sprechen	_	VVFIN	sg|3|pres|ind	0	S	_	_
3	man	man	_	PIS	nom|sg|*	2	SUBJ	_	_
4	so	so	_	ADV	_	2	ADV	_	_
5	aus	aus	_	PTKVZ	_	2	AVZ	_	_
6	:	--	_	$.	_	0	ROOT	_	_

1	Kod-schins-ki	Kod-schins-ki	_	NE	nom|sg|neut	0	S	_	_
2	.	--	_	$.	_	0	ROOT	_	_

1	Claudia	Claudia	_	NE	nom|sg|fem	3	SUBJ	_	_
2	Chodzinski	Chodzinski	_	NE	nom|sg|fem	1	APP	_	_
3	arbeitet	arbeiten	_	VVFIN	sg|3|pres|ind	0	S	_	_
4	beim	bei	_	APPRART	dat|sg|masc	3	PP	_	_
5	Frauen-Notruf	Frauen-Notruf	_	NN	dat|sg|masc	4	PN	_	_
6	in	in	_	APPR	_	3	PP	_	_
7	Hannover	Hannover	_	NE	dat|sg|neut	6	PN	_	_
8	.	--	_	$.	_	0	ROOT	_	_

1	Sie	sie	_	PPER	nom|sg|fem|3	2	SUBJ	_	_
2	hilft	helfen	_	VVFIN	sg|3|pres|ind	0	S	_	_
3	dort	dort	_	ADV	_	2	ADV	_	_
4	Frauen	Frau	_	NN	acc|pl|fem	2	OBJA	_	_
5	,	--	_	$,	_	0	ROOT	_	_
6	die	der	_	PRELS	acc|sg|fem	9	SUBJ	_	_
7	Gewalt	Gewalt	_	NN	acc|sg|fem	8	OBJA	_	_
8	erlebt	erleben	_	VVPP	_	9	AUX	_	_
9	haben	haben	_	VAFIN	_	4	REL	_	_
10	.	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|sg|fem	2	DET	_	_
2	taz	taz	_	NE	nom|sg|fem	3	SUBJ	_	_
3	spricht	sprechen	_	VVFIN	sg|3|pres|ind	0	S	_	_
4	mit	mit	_	APPR	_	3	PP	_	_
5	Claudia	Claudia	_	NE	dat|sg|*	4	PN	_	_
6	Chodzinski	Chodzinski	_	NE	nom|sg|masc	5	APP	_	_
7	über	über	_	APPR	_	3	PP	_	_
8	ihre	ihr	_	PPOSAT	acc|sg|fem	9	DET	_	_
9	Arbeit	Arbeit	_	NN	acc|sg|fem	7	PN	_	_
10	und	und	_	KON	_	7	KON	_	_
11	über	über	_	APPR	_	10	CJ	_	_
12	Gewalt	Gewalt	_	NN	acc|sg|fem	11	PN	_	_
13	an	an	_	APPR	_	12	PP	_	_
14	Frauen	Frau	_	NN	dat|pl|fem	13	PN	_	_
