1	Regierung	Regierung	_	NN	nom|sg|fem	0	S	_	_
2	in	in	_	APPR	_	1	PP	_	_
3	Sicht	Sicht	_	NN	dat|sg|fem	2	PN	_	_

1	In	in	_	APPR	_	3	PP	_	_
2	Deutschland	Deutschland	_	NE	dat|sg|neut	1	PN	_	_
3	wird	werden	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	es	es	_	PPER	nom|sg|neut|3	9	OBJA	_	_
5	bald	bald	_	ADV	_	9	ADV	_	_
6	eine	ein	_	ART	acc|sg|fem	8	DET	_	_
7	neue	neu	_	ADJA	acc|sg|fem|pos	8	ATTR	_	_
8	Regierung	Regierung	_	NN	acc|sg|fem	9	OBJD	_	_
9	geben	geben	_	VVINF	_	3	AUX	_	_
10	.	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|pl|neut	2	DET	_	_
2	Mitglieder	Mitglied	_	NN	nom|pl|neut	6	OBJA	_	_
3	von	von	_	APPR	_	2	PP	_	_
4	der	der	_	ART	dat|sg|fem	5	DET	_	_
5	SPD	SPD	_	NE	dat|sg|fem	3	PN	_	_
6	haben	haben	_	VAFIN	pl|3|pres|ind	0	S	_	_
7	für	für	_	APPR	_	16	PP	_	_
8	eine	ein	_	ART	acc|sg|fem	9	DET	_	_
9	Zusammen-Arbeit	Zusammen-Arbeit	_	NN	acc|sg|fem	7	PN	_	_
10	mit	mit	_	APPR	_	16	PP	_	_
11	den	der	_	ART	dat|pl|neut	12	DET	_	_
12	Parteien	Partei	_	NN	dat|pl|neut	10	PN	_	_
13	CDU	CDU	_	NE	nom|sg|fem	12	APP	_	_
14	und	und	_	KON	_	13	KON	_	_
15	CSU	CSU	_	NE	nom|sg|fem	14	CJ	_	_
16	gestimmt	stimmen	_	VVPP	_	6	AUX	_	_
17	.	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	acc|pl|fem	2	DET	_	_
2	Parteien	Partei	_	NN	acc|pl|fem	3	SUBJ	_	_
3	haben	haben	_	VAFIN	pl|3|pres|ind	0	S	_	_
4	auch	auch	_	ADV	_	6	ADV	_	_
5	ihre	ihr	_	PPOSAT	nom|pl|masc	6	DET	_	_
6	Minister	Minister	_	NN	nom|pl|masc	8	OBJA	_	_
7	schon	schon	_	ADV	_	8	ADV	_	_
8	benannt	benennen	_	VVPP	_	3	AUX	_	_
9	.	--	_	$.	_	0	ROOT	_	_

1	Diese	dieser	_	PDAT	nom|sg|fem	2	DET	_	_
2	Zusammen-Arbeit	Zusammen-Arbeit	_	NN	nom|sg|fem	3	OBJA2	_	_
3	nennt	nennen	_	VVFIN	sg|3|pres|ind	0	S	_	_
4	man	man	_	PIS	nom|sg|*	3	SUBJ	_	_
5	Große	groß	_	ADJA	acc|pl|fem|pos	6	ATTR	_	_
6	Koalition	Koalition	_	NN	acc|sg|fem	3	OBJA2	_	_
7	oder	oder	_	KON	_	6	KON	_	_
8	kurz	kurz	_	ADJD	pos	9	ADV	_	_
9	GroKo	GroKo	_	NE	acc|sg|neut	7	CJ	_	_
10	.	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|sg|fem	2	DET	_	_
2	Mehrheit	Mehrheit	_	NN	nom|sg|fem	6	OBJA	_	_
3	von	von	_	APPR	_	2	PP	_	_
4	den	der	_	ART	dat|pl|masc	5	DET	_	_
5	SPD-Mitgliedern	SPD-Mitglied	_	NN	dat|pl|masc	3	PN	_	_
6	hat	haben	_	VAFIN	sg|3|pres|ind	0	S	_	_
7	"	--	_	$(	_	0	ROOT	_	_
8	Ja	ja	_	PTKANT	_	0	S	_	_
9	"	--	_	$(	_	0	ROOT	_	_
10	zum	zu	_	APPRART	dat|sg|masc	12	PP	_	_
11	Koalitions-Vertrag	Koalitions-Vertrag	_	NN	dat|sg|masc	10	PN	_	_
12	gesagt	sagen	_	VVPP	_	6	AUX	_	_
13	.	--	_	$.	_	0	ROOT	_	_

1	Einige	einiger	_	PIAT	nom|pl|neut	2	DET	_	_
2	Minister	Minister	_	NN	nom|pl|neut	6	PRED	_	_
3	von	von	_	APPR	_	2	PP	_	_
4	der	der	_	ART	dat|sg|fem	5	DET	_	_
5	SPD	SPD	_	NE	dat|sg|fem	3	PN	_	_
6	werden	werden	_	VAFIN	pl|3|pres|ind	0	S	_	_
7	nicht	nicht	_	PTKNEG	_	12	ADV	_	_
8	mehr	mehr	_	ADV	_	7	ADV	_	_
9	zur	zu	_	APPRART	dat|sg|fem	12	OBJP	_	_
10	neuen	neu	_	ADJA	dat|sg|fem|pos	11	ATTR	_	_
11	Regierung	Regierung	_	NN	dat|sg|fem	9	PN	_	_
12	gehören	gehören	_	VVFIN	pl|3|pres|ind	6	REL	_	_
13	.	--	_	$.	_	0	ROOT	_	_

1	Außen-Minister	Außen-Minister	_	NN	nom|sg|masc	4	SUBJ	_	_
2	Sigmar	Sigmar	_	NE	nom|sg|masc	1	APP	_	_
3	Gabriel	Gabriel	_	NE	nom|sg|masc	2	APP	_	_
4	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
5	nicht	nicht	_	PTKNEG	_	4	ADV	_	_
6	mehr	mehr	_	ADV	_	5	ADV	_	_
7	dabei	dabei	_	PROAV	_	4	DET	_	_
8	.	--	_	$.	_	0	ROOT	_	_

1	Sein	sein	_	PPOSAT	nom|sg|neut	2	DET	_	_
2	Amt	Amt	_	NN	nom|sg|neut	3	SUBJ	_	_
3	soll	sollen	_	VMFIN	sg|3|pres|ind	0	S	_	_
4	Justiz-Minister	Justiz-Minister	_	NN	nom|sg|masc	7	OBJA	_	_
5	Heiko	Heiko	_	NE	nom|sg|masc	4	APP	_	_
6	Maas	Maas	_	NE	nom|sg|masc	5	APP	_	_
7	übernehmen	übernehmen	_	VVINF	_	3	AUX	_	_
8	.	--	_	$.	_	0	ROOT	_	_

1	Auch	auch	_	ADV	_	2	ADV	_	_
2	Umwelt-Ministerin	Umwelt-Ministerin	_	NN	nom|sg|fem	5	OBJA	_	_
3	Barbara	Barbara	_	NE	nom|sg|fem	2	APP	_	_
4	Hendricks	Hendrick	_	NE	nom|sg|fem	3	APP	_	_
5	gibt	geben	_	VVFIN	sg|3|pres|ind	0	S	_	_
6	ihr	ihr	_	PPOSAT	acc|sg|neut	7	DET	_	_
7	Amt	Amt	_	NN	acc|sg|neut	5	OBJA	_	_
8	ab	ab	_	PTKVZ	_	5	AVZ	_	_
9	.	--	_	$.	_	0	ROOT	_	_

1	Ihre	ihr	_	PPOSAT	nom|sg|fem	2	DET	_	_
2	Nachfolgerin	Nachfolgerin	_	NN	nom|sg|fem	3	PRED	_	_
3	wird	werden	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	Svenja	Svenja	_	NE	nom|sg|fem	3	PRED	_	_
5	Schulze	Schulze	_	NE	nom|sg|fem	4	APP	_	_
6	.	--	_	$.	_	0	ROOT	_	_

1	Neue	neu	_	ADJA	nom|sg|fem|pos	2	ATTR	_	_
2	Familien-Ministerin	Familien-Ministerin	_	NN	nom|sg|fem	3	PRED	_	_
3	wird	werden	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	die	der	_	ART	nom|sg|fem	5	DET	_	_
5	Politikerin	Politikerin	_	NN	nom|sg|fem	3	PAR	_	_
6	Franziska	Franziska	_	NE	nom|sg|fem	5	APP	_	_
7	Giffey	Giffey	_	NE	nom|sg|fem	6	APP	_	_
8	.	--	_	$.	_	0	ROOT	_	_

1	Das	der	_	ART	nom|sg|neut	2	DET	_	_
2	Ministerium	Ministerium	_	NN	nom|sg|neut	7	OBJA	_	_
3	für	für	_	APPR	_	2	PP	_	_
4	Arbeit	Arbeit	_	NN	acc|sg|fem	3	PN	_	_
5	und	und	_	KON	_	0	S	_	_
6	Soziales	soziale	_	NN	acc|sg|neut	5	CJ	_	_
7	übernimmt	übernehmen	_	VVFIN	sg|3|pres|ind	0	S	_	_
8	Hubertus	Hubertus	_	NE	nom|sg|masc	7	OBJA	_	_
9	Heil	Heil	_	PTKVZ	_	7	AVZ	_	_
10	.	--	_	$.	_	0	ROOT	_	_

1	Neuer	neu	_	ADJA	nom|sg|masc|pos	2	ATTR	_	_
2	Finanzminister	Finanzminister	_	NN	nom|sg|masc	0	S	_	_
3	und	und	_	KON	_	2	KON	_	_
4	Stellvertreter	Stellvertreter	_	NN	nom|sg|masc	3	CJ	_	_
5	von	von	_	APPR	_	4	PP	_	_
6	Bundeskanzlerin	Bundeskanzlerin	_	NN	nom|sg|fem	5	PN	_	_
7	Angela	Angela	_	NE	nom|sg|fem	9	PRED	_	_
8	Merkel	Merkel	_	NE	nom|sg|fem	7	APP	_	_
9	wird	werden	_	VAFIN	sg|3|pres|ind	4	REL	_	_
10	Olaf	Olaf	_	NE	acc|sg|masc	9	PRED	_	_
11	Scholz	Scholz	_	NE	acc|sg|masc	10	APP	_	_
12	.	--	_	$.	_	0	ROOT	_	_

1	Er	er	_	PPER	nom|sg|masc|3	2	SUBJ	_	_
2	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
3	im	in	_	APPRART	dat|sg|neut	2	PP	_	_
4	Moment	Moment	_	NN	dat|sg|neut	3	PN	_	_
5	noch	noch	_	ADV	_	2	ADV	_	_
6	der	der	_	ART	nom|sg|masc	8	DET	_	_
7	Erste	erster	_	ADJA	nom|sg|masc|pos	8	ATTR	_	_
8	Bürgermeister	Bürgermeister	_	NN	nom|sg|masc	2	PRED	_	_
9	in	in	_	APPR	_	8	PP	_	_
10	Hamburg	Hamburg	_	NE	dat|sg|neut	9	PN	_	_
11	.	--	_	$.	_	0	ROOT	_	_

1	Die	der	_	ART	nom|sg|fem	2	DET	_	_
2	Partei	Partei	_	NN	nom|sg|fem	4	SUBJ	_	_
3	CSU	CSU	_	NE	nom|sg|fem	2	APP	_	_
4	will	wollen	_	VMFIN	sg|3|pres|ind	0	S	_	_
5	drei	drei	_	CARD	_	6	ATTR	_	_
6	Männer	Mann	_	NN	acc|pl|masc	11	OBJA	_	_
7	als	als	_	APPR	_	11	PP	_	_
8	Minister	Minister	_	NN	acc|pl|masc	7	PN	_	_
9	nach	nach	_	APPR	_	11	PP	_	_
10	Berlin	Berlin	_	NE	dat|sg|neut	9	PN	_	_
11	schicken	schicken	_	VVINF	_	4	AUX	_	_
12	.	--	_	$.	_	0	ROOT	_	_

1	Einer	einer	_	PIS	nom|sg|masc	3	PRED	_	_
2	davon	davon	_	PROAV	_	1	DET	_	_
3	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
4	Horst	Horst	_	NE	nom|sg|masc	3	PRED	_	_
5	Seehofer	Seehofer	_	NE	nom|sg|masc	4	APP	_	_
6	.	--	_	$.	_	0	ROOT	_	_

1	Er	er	_	PPER	nom|sg|masc|3	2	SUBJ	_	_
2	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
3	Chef	Chef	_	NN	nom|sg|masc	2	PRED	_	_
4	von	von	_	APPR	_	3	PP	_	_
5	der	der	_	ART	dat|sg|fem	6	DET	_	_
6	CSU	CSU	_	NE	dat|sg|fem	4	PN	_	_
7	.	--	_	$.	_	0	ROOT	_	_

1	Seehofer	Seehofer	_	NE	nom|sg|*	2	PRED	_	_
2	ist	sein	_	VAFIN	sg|3|pres|ind	0	S	_	_
3	auch	auch	_	ADV	_	5	ADV	_	_
4	noch	noch	_	ADV	_	5	ADV	_	_
5	Minister-Präsident	Minister-Präsident	_	NN	nom|sg|masc	2	PRED	_	_
6	von	von	_	APPR	_	5	PP	_	_
7	Bayern	Bayern	_	NE	dat|sg|neut	6	PN	_	_
8	.	--	_	$.	_	0	ROOT	_	_

1	Am	an	_	APPRART	dat|sg|masc	4	OBJP	_	_
2	13.	13.	_	ADJA	dat|sg|masc|pos	3	ATTR	_	_
3	März	März	_	NN	dat|sg|masc	1	PN	_	_
4	tritt	treten	_	VVFIN	sg|3|pres|ind	0	S	_	_
5	Seehofer	Seehofer	_	NE	nom|sg|*	4	SUBJ	_	_
6	als	als	_	APPR	_	4	PP	_	_
7	Minister-Präsident	Minister-Präsident	_	NN	nom|sg|masc	6	PN	_	_
8	von	von	_	APPR	_	7	PP	_	_
9	Bayern	Bayern	_	NE	dat|sg|neut	8	PN	_	_
10	zurück	zurück	_	PTKVZ	_	4	AVZ	_	_
